creditscore,geography,gender,age,tenure,balance,numofproducts,numofproducts,isactivemember,estimatedsalary,exited
621,France,Female,50,5,0,2,2,No Credit Card,191756.54,Stayed
671,Germany,Female,48,9,116711.06,2,2,No Credit Card,76373.38,Churned
775,France,Male,31,9,0,2,2,No Credit Card,169278.51,Churned
504,Spain,Male,34,0,54980.81,1,1,Has Credit Card,136909.88,Churned
751,Spain,Female,37,3,99773.85,2,2,No Credit Card,54865.92,Churned
691,Germany,Male,30,7,101231.77,2,2,No Credit Card,156529.44,Churned
841,Germany,Male,32,2,117070.21,1,1,No Credit Card,113482.2,Churned
709,Germany,Male,23,8,73314.04,2,2,No Credit Card,63446.47,Churned
673,France,Male,37,2,0,1,1,Has Credit Card,13624.02,Churned
541,France,Male,37,9,212314.03,1,1,Has Credit Card,148814.54,Churned
661,France,Female,31,3,136067.82,2,2,No Credit Card,65567.91,Churned
784,Spain,Female,42,2,109052.04,2,2,No Credit Card,6409.55,Churned
742,France,Female,35,2,79126.17,1,1,Has Credit Card,126997.53,Churned
850,Spain,Female,55,7,0,1,1,No Credit Card,171762.87,Stayed
443,France,Female,35,9,108308,1,1,No Credit Card,129031.19,Stayed
778,Germany,Female,48,3,102290.56,2,2,No Credit Card,182691.31,Churned
529,France,Male,39,6,102025.08,2,2,No Credit Card,12351.01,Churned
678,Germany,Female,37,2,113383.07,1,1,Has Credit Card,135123.96,Churned
516,Spain,Female,65,9,102541.1,1,1,No Credit Card,181490.42,Churned
469,Spain,Male,35,5,0,2,2,No Credit Card,186490.37,Churned
786,Spain,Male,40,6,0,2,2,No Credit Card,41248.8,Churned
703,France,Female,41,6,109941.51,1,1,No Credit Card,116267.28,Churned
579,Germany,Male,41,0,141749.68,1,1,Has Credit Card,9201.53,Churned
565,France,Male,38,5,0,2,2,Has Credit Card,80630.32,Churned
443,France,Male,44,2,0,1,1,No Credit Card,159165.7,Churned
589,France,Male,37,7,85146.48,2,2,No Credit Card,86490.09,Stayed
691,France,Female,44,6,134066.1,2,2,Has Credit Card,197572.41,Churned
711,France,Female,28,8,0,2,2,No Credit Card,105159.89,Churned
775,Spain,Male,27,4,0,1,1,Has Credit Card,40807.26,Churned
350,France,Male,51,10,0,1,1,Has Credit Card,125823.79,Stayed
668,Spain,Female,30,8,0,2,2,No Credit Card,138465.7,Churned
633,Spain,Male,27,3,0,2,2,No Credit Card,44008.91,Churned
697,Germany,Male,43,8,103409.16,1,1,No Credit Card,66893.28,Stayed
734,Germany,Female,30,7,123040.38,1,1,Has Credit Card,76503.06,Churned
434,France,Male,41,4,108128.52,1,1,Has Credit Card,56784.11,Churned
646,Germany,Male,48,8,169023.33,2,2,Has Credit Card,175657.55,Churned
764,France,Male,30,5,0,2,2,Has Credit Card,105155.66,Churned
727,Spain,Female,41,10,0,2,2,Has Credit Card,47468.56,Churned
724,France,Female,29,6,0,2,2,Has Credit Card,64729.51,Churned
749,Spain,Male,42,9,222267.63,1,1,No Credit Card,101108.85,Stayed
706,Germany,Female,47,10,144090.42,1,1,No Credit Card,140938.95,Stayed
728,France,Male,30,10,114835.43,1,1,Has Credit Card,37662.49,Churned
636,France,Male,44,2,0,2,2,No Credit Card,86414.41,Churned
634,France,Male,34,3,145030.92,1,1,Has Credit Card,41820.65,Churned
627,France,Male,43,8,71240.3,1,1,Has Credit Card,127734.16,Churned
518,France,Male,59,5,138772.15,1,1,Has Credit Card,123872,Churned
687,Spain,Female,29,7,93617.07,1,1,Has Credit Card,113050.92,Churned
622,Spain,Female,23,8,0,2,2,Has Credit Card,131389.39,Churned
693,Spain,Female,45,4,0,2,2,Has Credit Card,26589.56,Churned
450,Spain,Male,25,9,74237.2,2,2,Has Credit Card,195463.35,Churned
664,Germany,Female,49,5,127421.78,2,2,No Credit Card,108876.75,Stayed
663,Spain,Female,28,8,61274.7,2,2,No Credit Card,136054.45,Churned
660,France,Male,34,8,106486.66,2,2,Has Credit Card,182262.66,Churned
579,France,Female,29,10,73194.52,2,2,Has Credit Card,129209.09,Churned
655,Germany,Female,44,6,146498.76,1,1,No Credit Card,64853.51,Stayed
683,France,Male,47,1,0,2,2,No Credit Card,148989.15,Churned
655,France,Female,32,2,0,1,1,Has Credit Card,71047.51,Churned
575,Spain,Female,30,8,0,2,2,No Credit Card,185341.63,Churned
574,Spain,Male,30,5,120355,1,1,No Credit Card,137793.35,Churned
795,France,Male,32,2,117265.21,1,1,Has Credit Card,198317.23,Churned
776,France,Female,43,4,0,2,2,Has Credit Card,162137.5,Churned
707,Spain,Female,52,7,0,1,1,No Credit Card,109688.82,Stayed
705,Germany,Female,37,3,109974.22,1,1,Has Credit Card,36320.87,Stayed
678,Germany,Female,44,2,98009.13,2,2,Has Credit Card,31384.86,Churned
663,France,Male,34,10,0,1,1,Has Credit Card,114083.73,Churned
748,France,Male,66,8,0,1,1,Has Credit Card,163331.65,Churned
677,Spain,Female,34,10,171671.9,1,1,Has Credit Card,50777.77,Churned
634,Spain,Male,63,10,0,2,2,No Credit Card,30772.86,Stayed
350,France,Female,60,3,0,1,1,No Credit Card,113796.15,Stayed
727,France,Male,61,0,128213.96,2,2,Has Credit Card,188729.08,Stayed
773,Germany,Male,51,8,116197.65,2,2,Has Credit Card,86701.4,Churned
675,France,Male,39,1,0,2,2,No Credit Card,153129.22,Churned
649,Spain,Female,36,6,86607.39,1,1,No Credit Card,19825.09,Churned
552,France,Male,29,10,0,2,2,No Credit Card,12186.83,Churned
761,Germany,Male,62,5,98854.34,1,1,No Credit Card,86920.97,Stayed
622,France,Male,31,7,0,1,1,No Credit Card,35408.77,Churned
615,France,Male,59,8,0,2,2,Has Credit Card,165576.55,Churned
681,Germany,Male,31,4,97338.19,2,2,No Credit Card,48226.76,Churned
768,France,Male,30,6,0,2,2,Has Credit Card,199454.37,Churned
617,Spain,Male,34,9,0,2,2,No Credit Card,118749.58,Churned
452,France,Female,33,6,131698.57,2,2,No Credit Card,151623.91,Churned
807,Germany,Male,37,10,130110.45,2,2,Has Credit Card,172097.95,Churned
567,Spain,Male,44,9,0,2,2,No Credit Card,87677.15,Churned
603,Spain,Male,24,1,165149.13,2,2,No Credit Card,21858.28,Churned
617,Spain,Female,37,9,101707.8,1,1,No Credit Card,123866.28,Churned
701,France,Female,34,3,105588.66,1,1,Has Credit Card,74694.41,Churned
820,Germany,Male,39,9,111336.89,1,1,No Credit Card,16770.31,Stayed
438,France,Male,60,7,78391.17,1,1,Has Credit Card,49424.6,Churned
600,Spain,Female,27,6,0,2,2,Has Credit Card,172031.22,Churned
782,France,Male,34,9,0,1,1,No Credit Card,183021.06,Stayed
638,Germany,Female,41,9,144326.09,1,1,No Credit Card,73979.85,Stayed
850,Germany,Male,27,1,101278.25,2,2,Has Credit Card,26265.18,Churned
741,Germany,Female,19,8,108711.57,2,2,No Credit Card,24857.25,Churned
689,Spain,Male,73,1,108555.07,1,1,Has Credit Card,167969.15,Churned
743,Germany,Female,35,1,146781.24,1,1,No Credit Card,189307.7,Churned
493,France,Female,36,2,0,2,2,Has Credit Card,99770.3,Churned
416,Spain,Male,35,8,0,1,1,No Credit Card,119712.78,Churned
725,France,Female,25,9,0,2,2,Has Credit Card,168607.74,Churned
497,France,Male,34,2,0,2,2,Has Credit Card,83087.13,Churned
537,Germany,Male,66,8,103291.25,2,2,Has Credit Card,130664.79,Churned
706,Spain,Female,29,1,209490.21,1,1,Has Credit Card,133267.69,Stayed
651,Spain,Male,38,2,0,3,3,No Credit Card,67029.82,Stayed
720,France,Male,33,2,0,2,2,Has Credit Card,141031.08,Churned
797,France,Male,45,8,0,1,1,No Credit Card,125110.02,Churned
543,Spain,Male,23,5,0,2,2,No Credit Card,117832.39,Churned
454,France,Male,34,4,0,2,2,No Credit Card,198817.72,Churned
691,France,Male,37,9,149405.18,1,1,Has Credit Card,146411.6,Churned
510,France,Female,52,6,191665.21,1,1,Has Credit Card,131312.56,Stayed
792,Spain,Female,40,7,0,1,1,No Credit Card,141652.2,Churned
721,France,Male,41,6,135071.12,1,1,Has Credit Card,64477.25,Churned
765,France,Male,41,2,0,2,2,Has Credit Card,191215.61,Churned
850,Spain,Male,39,8,0,2,2,Has Credit Card,37090.44,Churned
681,Germany,Male,38,6,181804.34,2,2,Has Credit Card,57517.71,Churned
586,France,Female,60,3,47020.65,2,2,Has Credit Card,63241.21,Stayed
753,France,Female,36,7,128518.98,1,1,Has Credit Card,44567.83,Stayed
593,Germany,Female,38,5,142658.04,2,2,Has Credit Card,135337.11,Churned
674,France,Female,21,9,120150.39,2,2,Has Credit Card,33964.03,Churned
610,France,Female,35,7,81905.95,1,1,Has Credit Card,61623.19,Churned
652,France,Male,26,3,137998.2,2,2,Has Credit Card,168989.77,Churned
850,Germany,Female,26,8,123126.29,1,1,No Credit Card,74425.41,Churned
740,France,Female,51,4,0,2,2,Has Credit Card,178929.84,Churned
637,Germany,Male,43,1,135645.29,2,2,Has Credit Card,101382.86,Stayed
685,Spain,Male,31,7,122449.31,2,2,Has Credit Card,180769.55,Churned
558,Spain,Male,40,4,161766.87,1,1,No Credit Card,92378.54,Churned
677,France,Female,37,3,0,2,2,Has Credit Card,38252.25,Churned
592,Germany,Male,36,10,123187.51,1,1,Has Credit Card,146111.35,Churned
652,Germany,Male,36,9,150956.71,1,1,No Credit Card,72350.17,Churned
662,Spain,Female,42,6,105021.28,1,1,No Credit Card,48242.38,Churned
543,France,Male,64,4,0,2,2,Has Credit Card,148305.82,Churned
675,Spain,Female,50,1,133204.91,1,1,Has Credit Card,8270.06,Churned
643,Spain,Female,35,6,0,2,2,Has Credit Card,41549.64,Churned
611,Germany,Female,49,9,115488.52,2,2,Has Credit Card,138656.81,Stayed
412,France,Male,29,5,0,2,2,No Credit Card,12510.53,Churned
638,Spain,Male,41,7,0,2,2,No Credit Card,43889.41,Churned
824,Spain,Female,38,3,0,2,2,No Credit Card,192800.25,Churned
683,France,Female,40,1,0,2,2,No Credit Card,75762,Churned
562,Germany,Female,39,6,130565.02,1,1,No Credit Card,9854.72,Stayed
599,France,Female,41,2,91328.71,1,1,No Credit Card,115724.78,Churned
753,France,Male,35,4,0,2,2,Has Credit Card,106303.4,Churned
594,France,Male,50,7,81310.34,1,1,Has Credit Card,183868.01,Churned
657,France,Male,34,3,107136.6,1,1,No Credit Card,153895.46,Churned
716,Spain,Male,34,9,0,1,1,Has Credit Card,66695.71,Churned
850,France,Male,43,7,0,2,2,Has Credit Card,173851.11,Churned
664,France,Male,46,2,0,1,1,Has Credit Card,177423.02,Stayed
558,France,Male,33,0,108477.49,1,1,Has Credit Card,109096.71,Stayed
606,Germany,Male,40,1,144757.97,2,2,Has Credit Card,166656.18,Churned
776,Spain,Male,33,2,0,2,2,Has Credit Card,176921,Churned
557,Spain,Male,36,1,113110.26,1,1,No Credit Card,98413.1,Churned
614,France,Female,27,9,106414.57,2,2,No Credit Card,77500.81,Churned
620,Spain,Male,42,4,106920.91,1,1,Has Credit Card,119747.08,Churned
695,Spain,Male,35,7,0,2,2,No Credit Card,160387.98,Churned
729,Germany,Female,39,1,131513.26,1,1,Has Credit Card,193715,Churned
571,France,Female,53,2,0,2,2,No Credit Card,28045.77,Churned
457,France,Male,40,10,134320.23,2,2,No Credit Card,150757.35,Churned
559,France,Female,29,3,79715.36,1,1,No Credit Card,82252.28,Churned
664,France,Female,38,4,74306.19,2,2,No Credit Card,154395.56,Churned
500,Spain,Female,50,5,0,4,4,Has Credit Card,83866.35,Stayed
782,Germany,Male,42,7,126428.38,1,1,No Credit Card,39830.1,Churned
708,Spain,Male,38,8,99640.89,1,1,No Credit Card,12429.22,Churned
681,France,Male,43,3,66338.68,1,1,Has Credit Card,18772.5,Stayed
674,Spain,Female,39,6,0,2,2,Has Credit Card,9574.83,Churned
697,Spain,Male,43,10,128226.37,1,1,No Credit Card,188486.94,Churned
774,France,Female,26,5,0,2,2,Has Credit Card,64716.08,Churned
624,France,Male,36,6,0,2,2,No Credit Card,84749.96,Churned
747,Spain,Male,37,1,0,2,2,Has Credit Card,180551.76,Churned
715,France,Female,32,10,0,2,2,No Credit Card,60907.49,Churned
808,France,Male,24,4,122168.65,1,1,No Credit Card,174107.04,Churned
678,France,Female,43,7,178074.33,1,1,No Credit Card,110405.9,Churned
813,Germany,Male,59,2,135078.41,1,1,No Credit Card,187636.06,Stayed
687,Spain,Male,38,8,69434.4,2,2,Has Credit Card,66580.13,Stayed
832,France,Female,29,5,0,2,2,No Credit Card,178779.52,Churned
668,France,Male,72,2,0,2,2,Has Credit Card,70783.61,Churned
526,Germany,Male,34,3,122726.56,1,1,Has Credit Card,46772.36,Churned
457,France,Female,38,7,164496.99,1,1,Has Credit Card,163327.27,Churned
649,Spain,Female,38,8,0,1,1,No Credit Card,103760.53,Churned
669,France,Female,41,0,150219.41,2,2,No Credit Card,107839.03,Churned
668,France,Male,42,8,187534.79,1,1,Has Credit Card,32900.41,Stayed
466,France,Female,30,3,0,1,1,No Credit Card,193984.6,Churned
685,France,Male,30,2,0,2,2,Has Credit Card,140889.32,Churned
610,France,Male,34,0,103108.17,1,1,No Credit Card,125646.82,Churned
582,Germany,Female,50,6,96486.57,2,2,Has Credit Card,20344.02,Churned
702,Germany,Male,36,9,90560.48,2,2,No Credit Card,174268.87,Churned
556,Spain,Male,46,3,131764.96,1,1,Has Credit Card,108500.66,Stayed
812,Spain,Female,24,1,92476.88,1,1,No Credit Card,83247.14,Churned
645,Germany,Male,47,9,152076.93,1,1,No Credit Card,121840.2,Stayed
809,France,Male,43,2,0,2,2,Has Credit Card,132908.07,Churned
560,France,Male,49,4,0,1,1,Has Credit Card,100075.1,Stayed
744,France,Male,29,1,43504.42,1,1,Has Credit Card,119327.75,Churned
731,Spain,Female,39,2,0,2,2,No Credit Card,136737.13,Churned
471,Spain,Female,28,5,0,2,2,Has Credit Card,22356.97,Churned
686,Germany,Female,38,2,93569.86,3,3,No Credit Card,10137.34,Stayed
668,Spain,Male,45,4,102486.21,2,2,Has Credit Card,158379.25,Churned
575,France,Male,36,1,0,1,1,Has Credit Card,94570.56,Churned
743,France,Male,23,3,110203.77,1,1,No Credit Card,95583.45,Churned
580,France,Female,39,9,128362.59,1,1,No Credit Card,86044.98,Churned
599,Germany,Female,49,10,143888.22,2,2,Has Credit Card,166236.38,Stayed
534,Spain,Male,34,5,170600.78,1,1,Has Credit Card,5240.53,Churned
680,France,Female,32,5,0,1,1,Has Credit Card,150684.23,Churned
631,Spain,Female,46,10,0,2,2,Has Credit Card,129508.96,Churned
485,France,Female,39,2,75339.64,1,1,Has Credit Card,70665.16,Churned
699,France,Female,40,8,122038.34,1,1,No Credit Card,102085.35,Churned
712,France,Male,34,1,0,2,2,Has Credit Card,195052.12,Churned
603,France,Male,51,8,186825.57,1,1,No Credit Card,93739.71,Stayed
850,France,Male,40,6,124788.18,1,1,No Credit Card,65612.12,Churned
584,France,Female,41,3,0,2,2,Has Credit Card,160095.48,Churned
604,France,Female,71,2,0,2,2,Has Credit Card,49506.82,Churned
586,France,Male,51,2,138553.57,1,1,Has Credit Card,92406.22,Churned
467,Spain,Male,39,5,0,2,2,Has Credit Card,7415.96,Churned
520,France,Male,35,9,105387.89,1,1,Has Credit Card,25059.06,Churned
683,Spain,Male,40,4,95053.1,1,1,Has Credit Card,116816.54,Stayed
557,France,Male,36,3,0,1,1,Has Credit Card,144078.02,Churned
613,Spain,Female,32,0,0,2,2,Has Credit Card,126675.62,Churned
786,France,Male,34,3,137361.96,1,1,No Credit Card,183682.09,Churned
593,Spain,Male,32,10,158537.42,1,1,No Credit Card,166850.57,Churned
670,Spain,Female,29,9,0,2,2,No Credit Card,27359.19,Churned
657,Germany,Female,48,5,143595.87,1,1,No Credit Card,101314.65,Stayed
718,Germany,Male,32,9,169947.41,2,2,Has Credit Card,27979.16,Churned
623,France,Female,24,7,148167.83,2,2,Has Credit Card,109470.34,Churned
496,France,Male,31,5,0,2,2,No Credit Card,93713.13,Churned
429,France,Female,39,6,48023.83,1,1,No Credit Card,74870.99,Churned
606,France,Male,36,1,155655.46,1,1,Has Credit Card,192387.51,Stayed
499,France,Female,46,6,0,2,2,No Credit Card,73457.55,Churned
642,France,Male,62,7,0,2,2,Has Credit Card,61120.75,Churned
641,France,Female,52,4,0,1,1,No Credit Card,90964.54,Stayed
673,France,Male,32,8,121240.76,1,1,No Credit Card,116969.73,Churned
570,France,Female,36,3,0,2,2,No Credit Card,92118.75,Churned
472,France,Female,37,1,0,2,2,Has Credit Card,48357.9,Churned
550,Germany,Male,35,9,129847.75,2,2,No Credit Card,197325.4,Churned
625,Germany,Female,55,8,118772.71,4,4,No Credit Card,135853.62,Stayed
516,France,Male,46,2,0,2,2,Has Credit Card,169122.54,Churned
682,Germany,Male,32,2,105163.88,2,2,Has Credit Card,164170.46,Churned
620,France,Male,28,8,0,2,2,Has Credit Card,199909.32,Churned
626,France,Female,39,0,0,2,2,Has Credit Card,83295.09,Churned
623,France,Female,29,1,0,2,2,No Credit Card,39382.06,Churned
569,France,Female,35,4,93934.63,1,1,No Credit Card,184748.23,Churned
724,France,Female,69,5,117866.92,1,1,Has Credit Card,62280.91,Churned
678,France,Female,55,5,0,1,1,Has Credit Card,196794.11,Stayed
713,Spain,Female,26,4,122857.46,2,2,No Credit Card,144682.17,Stayed
631,France,Male,32,10,0,2,2,Has Credit Card,196342.66,Churned
846,France,Female,37,6,127103.97,1,1,Has Credit Card,41516.44,Churned
660,France,Female,43,1,0,1,1,Has Credit Card,112026.1,Stayed
567,France,Male,54,9,96402.96,1,1,No Credit Card,52035.29,Stayed
731,France,Male,31,1,132512.26,1,1,Has Credit Card,185466.85,Churned
693,Spain,Male,47,8,107604.66,1,1,Has Credit Card,80149.27,Churned
772,France,Male,34,9,0,2,2,No Credit Card,170980.86,Churned
657,France,Male,38,7,0,2,2,No Credit Card,185827.74,Churned
774,Germany,Male,34,4,120875.23,2,2,Has Credit Card,113407.26,Churned
667,France,Female,37,9,71786.9,2,2,Has Credit Card,67734.79,Churned
516,France,Female,37,8,113143.12,1,1,No Credit Card,3363.36,Churned
551,Spain,Male,49,1,150777.72,2,2,Has Credit Card,135757.27,Churned
542,Spain,Male,35,2,174894.53,1,1,Has Credit Card,22314.55,Churned
623,France,Male,28,7,0,1,1,No Credit Card,129526.57,Churned
701,France,Female,43,2,160416.56,1,1,Has Credit Card,37266.43,Churned
583,France,Male,48,3,91246.53,1,1,No Credit Card,60017.46,Stayed
731,Spain,Male,46,10,0,2,2,No Credit Card,153015.42,Churned
461,France,Female,35,5,0,1,1,Has Credit Card,54209.02,Churned
702,Germany,Female,23,7,98775.23,1,1,No Credit Card,114603.96,Churned
565,Germany,Female,47,10,139756.12,1,1,No Credit Card,165849.49,Stayed
711,Spain,Male,42,3,177626.77,3,3,Has Credit Card,16392.72,Stayed
664,France,Male,54,8,0,1,1,Has Credit Card,162719.69,Stayed
518,Spain,Male,50,4,0,1,1,No Credit Card,107112.25,Stayed
728,Spain,Male,42,8,0,2,2,Has Credit Card,41823.22,Churned
585,Germany,Male,37,6,152496.82,1,1,Has Credit Card,99907.29,Churned
573,France,Male,52,8,0,2,2,Has Credit Card,178229.04,Churned
568,Germany,Male,26,1,112930.28,2,2,No Credit Card,22095.73,Churned
602,Germany,Female,26,8,113674.2,1,1,No Credit Card,197861.16,Stayed
603,France,Male,44,9,0,1,1,No Credit Card,138328.24,Churned
687,France,Male,38,0,144450.58,1,1,Has Credit Card,137276.83,Churned
741,France,Male,52,1,171236.3,2,2,No Credit Card,21834.4,Stayed
469,Spain,Male,37,9,96776.49,1,1,Has Credit Card,119890.86,Churned
477,Germany,Female,58,8,145984.92,1,1,Has Credit Card,24564.7,Churned
737,Germany,Male,43,8,96353.8,1,1,No Credit Card,10209.8,Churned
835,France,Male,25,7,0,2,2,Has Credit Card,83449.65,Churned
717,Germany,Female,33,0,115777.23,1,1,Has Credit Card,81508.1,Churned
562,France,Female,51,7,122822,2,2,No Credit Card,32626.21,Churned
758,Spain,Male,61,2,0,2,2,Has Credit Card,43982.41,Churned
408,France,Male,40,3,0,2,2,No Credit Card,124874.23,Churned
650,Spain,Female,32,4,79450.09,1,1,Has Credit Card,118324.75,Churned
582,Germany,Male,33,2,122394,1,1,Has Credit Card,22113.93,Churned
706,Spain,Female,43,1,0,2,2,No Credit Card,31962.77,Churned
567,Germany,Male,41,0,134378.89,1,1,Has Credit Card,105746.94,Churned
720,France,Male,29,2,0,2,2,No Credit Card,39925.52,Churned
631,Spain,Female,31,2,88161.85,2,2,No Credit Card,127630.88,Churned
623,Spain,Male,41,2,142412.13,1,1,No Credit Card,28778.98,Churned
514,France,Male,35,3,121030.9,1,1,No Credit Card,10008.68,Churned
650,Germany,Female,35,3,165982.43,2,2,Has Credit Card,24482.16,Churned
673,Spain,Female,35,6,0,2,2,No Credit Card,98618.79,Churned
504,France,Female,32,8,206663.75,1,1,No Credit Card,16281.94,Churned
723,Germany,Male,37,3,94661.53,2,2,No Credit Card,121239.65,Churned
645,France,Male,25,0,174400.36,1,1,No Credit Card,42669.37,Churned
664,Spain,Male,41,7,123428.69,1,1,Has Credit Card,164924.11,Churned
760,Spain,Male,43,6,175735.5,1,1,Has Credit Card,157337.29,Churned
766,Spain,Male,36,5,78381.13,1,1,Has Credit Card,153831.6,Churned
634,France,Male,37,5,115345.86,2,2,No Credit Card,168781.8,Churned
640,Germany,Female,31,10,118613.34,1,1,No Credit Card,168469.65,Churned
784,Germany,Male,28,2,109960.06,2,2,Has Credit Card,170829.87,Churned
547,Germany,Female,42,1,142703.4,1,1,No Credit Card,86207.49,Stayed
608,Germany,Female,40,8,121729.42,1,1,No Credit Card,61164.45,Churned
547,France,Female,35,4,0,1,1,Has Credit Card,133287.73,Churned
612,France,Female,43,4,139496.35,2,2,Has Credit Card,77128.23,Churned
573,Spain,Male,28,8,0,2,2,No Credit Card,77660.03,Churned
615,Spain,Male,32,5,138521.83,1,1,Has Credit Card,56897.1,Churned
710,France,Female,33,2,0,2,2,No Credit Card,72945.32,Churned
674,Germany,Female,38,10,83727.68,1,1,No Credit Card,45418.12,Churned
702,Spain,Female,38,9,0,2,2,Has Credit Card,158527.45,Churned
616,France,Male,37,9,0,1,1,No Credit Card,111312.96,Churned
688,Spain,Male,32,6,124179.3,1,1,Has Credit Card,138759.15,Churned
605,France,Male,36,7,128829.25,1,1,No Credit Card,190588.59,Churned
676,France,Male,33,6,171490.78,1,1,No Credit Card,79099.64,Churned
708,Spain,Male,33,3,0,2,2,No Credit Card,138613.21,Churned
745,Spain,Female,38,7,0,2,2,Has Credit Card,194230.82,Churned
661,Spain,Male,20,8,0,1,1,No Credit Card,110252.53,Churned
726,France,Male,31,9,0,2,2,Has Credit Card,106117.3,Churned
475,France,Male,40,7,160818.08,1,1,Has Credit Card,169642.13,Stayed
751,Germany,Male,54,9,156367.6,2,2,Has Credit Card,116179.92,Churned
775,France,Male,42,6,133970.22,2,2,Has Credit Card,187839.9,Churned
540,France,Male,41,3,0,2,2,No Credit Card,121098.65,Churned
591,France,Female,34,3,96127.27,1,1,No Credit Card,30972.06,Churned
596,Spain,Male,60,7,121907.97,1,1,Has Credit Card,30314.04,Churned
573,Spain,Male,41,5,0,2,2,Has Credit Card,14479.29,Churned
577,Spain,Male,31,6,0,1,1,Has Credit Card,196395.25,Churned
830,Germany,Female,40,8,77701.64,1,1,Has Credit Card,19512.38,Churned
663,France,Male,67,9,0,3,3,Has Credit Card,72318.77,Churned
421,France,Male,34,2,0,2,2,Has Credit Card,96615.23,Churned
718,Spain,Male,34,5,113922.44,2,2,No Credit Card,30772.22,Churned
655,Germany,Female,61,2,183997.7,2,2,Has Credit Card,161217.18,Churned
712,France,Male,23,2,0,2,2,Has Credit Card,66795.78,Churned
663,France,Male,28,4,0,2,2,Has Credit Card,123969.64,Churned
640,France,Female,47,6,89799.46,2,2,Has Credit Card,13783.77,Stayed
577,Spain,Male,29,2,0,1,1,Has Credit Card,168924.41,Churned
546,Spain,Female,36,7,85660.96,1,1,No Credit Card,134778.01,Churned
802,Germany,Male,37,9,115569.21,1,1,Has Credit Card,119782.89,Churned
590,France,Female,45,2,81828.22,1,1,No Credit Card,52167.97,Churned
594,Germany,Male,18,1,132694.73,1,1,No Credit Card,167689.56,Churned
577,Spain,Male,51,2,108867,1,1,No Credit Card,140800.66,Stayed
541,France,Male,39,7,0,2,2,No Credit Card,19823.02,Churned
781,France,Female,27,5,0,2,2,No Credit Card,72969.9,Churned
806,Germany,Male,34,2,96152.68,2,2,No Credit Card,143711.02,Churned
723,Germany,Female,49,0,153855.52,1,1,Has Credit Card,180862.26,Stayed
535,France,Male,45,2,0,2,2,No Credit Card,125658.28,Churned
768,France,Female,36,3,141334.95,1,1,Has Credit Card,125870.5,Churned
653,Germany,Male,41,1,104584.11,1,1,No Credit Card,15126.32,Stayed
803,Germany,Female,50,8,98173.02,1,1,No Credit Card,22457.25,Stayed
545,Spain,Female,44,1,0,2,2,Has Credit Card,82614.89,Churned
581,Germany,Female,38,3,135157.05,1,1,Has Credit Card,32919.42,Churned
513,Germany,Female,49,5,171601.27,1,1,No Credit Card,126223.84,Churned
731,France,Male,29,5,179539.2,1,1,No Credit Card,112010.02,Churned
727,Germany,Male,39,5,80615.46,2,2,No Credit Card,180962.32,Churned
560,Spain,Male,47,1,0,1,1,No Credit Card,128882.66,Stayed
766,Germany,Male,27,5,126285.73,1,1,No Credit Card,177614.17,Stayed
630,Germany,Female,23,4,137964.51,1,1,Has Credit Card,174570.55,Churned
652,Germany,Male,41,9,159434.03,1,1,No Credit Card,178373.93,Churned
729,Germany,Male,40,5,113574.61,2,2,No Credit Card,103396.08,Churned
629,France,Female,33,6,0,2,2,Has Credit Card,59129.72,Churned
671,Germany,Female,31,6,105864.6,2,2,No Credit Card,145567.34,Churned
768,Germany,Female,47,5,104552.61,1,1,No Credit Card,48137.08,Stayed
732,France,Female,35,3,0,2,2,No Credit Card,90876.95,Churned
546,France,Female,30,5,0,2,2,Has Credit Card,198543.09,Churned
630,France,Male,55,2,0,1,1,Has Credit Card,106202.07,Stayed
765,Germany,Female,46,8,119492.88,2,2,Has Credit Card,166896.01,Stayed
704,France,Female,33,0,130499.09,2,2,Has Credit Card,74804.36,Churned
470,Spain,Female,48,6,140576.11,1,1,Has Credit Card,116971.05,Churned
688,Germany,Female,34,9,91025.58,2,2,Has Credit Card,163783,Churned
685,France,Female,33,1,0,3,3,Has Credit Card,70221.13,Stayed
567,France,Female,38,1,125877.65,2,2,Has Credit Card,107841.77,Churned
720,Spain,Male,64,3,45752.78,2,2,No Credit Card,79623.28,Stayed
609,France,Male,39,3,121778.71,1,1,Has Credit Card,138399.67,Churned
521,Germany,Female,49,2,127948.57,1,1,Has Credit Card,182765.14,Churned
556,France,Female,30,7,0,2,2,Has Credit Card,186648.19,Churned
662,Germany,Male,30,5,115286.68,2,2,Has Credit Card,149587.92,Churned
704,Germany,Male,41,9,62078.21,2,2,No Credit Card,129050.67,Churned
750,France,Female,38,1,0,2,2,No Credit Card,47764.99,Churned
619,Spain,Female,32,4,175406.13,2,2,Has Credit Card,172792.43,Stayed
468,Spain,Male,26,1,131643.25,1,1,No Credit Card,64436.16,Churned
435,Germany,Male,44,3,151739.65,1,1,No Credit Card,167461.5,Churned
529,France,Male,43,6,93616.35,2,2,No Credit Card,98348.66,Churned
702,Germany,Female,60,5,138597.54,2,2,Has Credit Card,41536.59,Stayed
608,France,Female,41,5,0,2,2,Has Credit Card,72462.25,Churned
576,France,Male,40,9,0,2,2,No Credit Card,112465.19,Stayed
666,France,Female,27,1,85225.21,1,1,Has Credit Card,64511.44,Churned
730,France,Female,36,8,148749.29,2,2,No Credit Card,91830.75,Churned
647,Germany,Male,52,7,130013.12,1,1,Has Credit Card,190806.36,Stayed
